timestamp_utc,da_price_eur_mwh,load_da_forecast_mw,wind_onshore_da_forecast_mw,wind_offshore_da_forecast_mw,solar_da_forecast_mw,timestamp_local,date_local,hour_local,day_of_week,month,is_weekend,wind_total_da_forecast_mw,renewables_da_forecast_mw,residual_load_da_forecast_mw
2025-07-14 06:00:00+00:00,112.06,59994.825,3016.5,110.625,16333.675,2025-07-14 08:00:00+02:00,2025-07-14,8,0,7,0,3127.125,19460.8,40534.024999999994
2025-07-14 07:00:00+00:00,92.43,61697.825,2755.45,79.8,22872.8,2025-07-14 09:00:00+02:00,2025-07-14,9,0,7,0,2835.25,25708.05,35989.774999999994
2025-07-14 08:00:00+00:00,84.58,62538.45,3212.1499999999996,55.849999999999994,27510.8,2025-07-14 10:00:00+02:00,2025-07-14,10,0,7,0,3267.9999999999995,30778.8,31759.649999999998
2025-07-14 09:00:00+00:00,79.67,63251.825,4022.825,41.875,29961.675,2025-07-14 11:00:00+02:00,2025-07-14,11,0,7,0,4064.7,34026.375,29225.449999999997
2025-07-14 10:00:00+00:00,70.98,62516.025,5058.0,33.225,30853.6,2025-07-14 12:00:00+02:00,2025-07-14,12,0,7,0,5091.225,35944.825,26571.200000000004
2025-07-14 11:00:00+00:00,64.17,61608.9,6143.5,28.225,31046.075,2025-07-14 13:00:00+02:00,2025-07-14,13,0,7,0,6171.725,37217.8,24391.1
2025-07-14 12:00:00+00:00,57.15,60362.7,7007.475,28.725,29840.85,2025-07-14 14:00:00+02:00,2025-07-14,14,0,7,0,7036.200000000001,36877.05,23485.649999999994
2025-07-14 13:00:00+00:00,55.82,58945.7,7602.45,30.55,27786.35,2025-07-14 15:00:00+02:00,2025-07-14,15,0,7,0,7633.0,35419.35,23526.35
2025-07-14 14:00:00+00:00,71.1,57561.65,7810.575,33.275,24334.875,2025-07-14 16:00:00+02:00,2025-07-14,16,0,7,0,7843.849999999999,32178.725,25382.925000000003
2025-07-14 15:00:00+00:00,84.58,56877.325,7453.975,38.425,19245.25,2025-07-14 17:00:00+02:00,2025-07-14,17,0,7,0,7492.400000000001,26737.65,30139.674999999996
2025-07-14 16:00:00+00:00,98.94,56645.35,6470.35,42.45,12839.4,2025-07-14 18:00:00+02:00,2025-07-14,18,0,7,0,6512.8,19352.2,37293.149999999994
2025-07-14 17:00:00+00:00,110.11,56527.05,5150.95,45.325,6450.1,2025-07-14 19:00:00+02:00,2025-07-14,19,0,7,0,5196.275,11646.375,44880.675
2025-07-14 18:00:00+00:00,139.99,55256.3,4270.375,47.425,2125.775,2025-07-14 20:00:00+02:00,2025-07-14,20,0,7,0,4317.8,6443.575000000001,48812.725000000006
2025-07-14 19:00:00+00:00,141.57,52937.55,4154.975,61.050000000000004,172.025,2025-07-14 21:00:00+02:00,2025-07-14,21,0,7,0,4216.025000000001,4388.05,48549.5
2025-07-14 20:00:00+00:00,126.14,50129.225,4133.55,101.675,0.0,2025-07-14 22:00:00+02:00,2025-07-14,22,0,7,0,4235.225,4235.225,45894.0
2025-07-14 21:00:00+00:00,115.15,46929.225,4105.65,181.75,0.0,2025-07-14 23:00:00+02:00,2025-07-14,23,0,7,0,4287.4,4287.4,42641.825
2025-07-14 22:00:00+00:00,106.1,44682.75,5246.725,337.8,0.0,2025-07-15 00:00:00+02:00,2025-07-15,0,1,7,0,5584.525000000001,5584.525000000001,39098.225
2025-07-14 23:00:00+00:00,103.06,43094.9,5638.375,667.9,0.0,2025-07-15 01:00:00+02:00,2025-07-15,1,1,7,0,6306.275,6306.275,36788.625
2025-07-15 00:00:00+00:00,93.86,41966.0,6353.175,1092.4,0.0,2025-07-15 02:00:00+02:00,2025-07-15,2,1,7,0,7445.575000000001,7445.575000000001,34520.425
2025-07-15 01:00:00+00:00,88.28,42032.725,7122.425,1515.775,0.0,2025-07-15 03:00:00+02:00,2025-07-15,3,1,7,0,8638.2,8638.2,33394.524999999994
2025-07-15 02:00:00+00:00,87.12,42660.7,7825.25,1840.5,0.0,2025-07-15 04:00:00+02:00,2025-07-15,4,1,7,0,9665.75,9665.75,32994.95
2025-07-15 03:00:00+00:00,93.0,45026.75,8332.725,2036.85,332.0,2025-07-15 05:00:00+02:00,2025-07-15,5,1,7,0,10369.575,10701.575,34325.175
2025-07-15 04:00:00+00:00,110.33,50534.475,8622.225,2079.175,2729.225,2025-07-15 06:00:00+02:00,2025-07-15,6,1,7,0,10701.400000000001,13430.625000000002,37103.85
2025-07-15 05:00:00+00:00,113.41,55763.825,8379.425,2072.725,7927.375,2025-07-15 07:00:00+02:00,2025-07-15,7,1,7,0,10452.15,18379.525,37384.299999999996
2025-07-15 06:00:00+00:00,106.86,59216.475,7791.675,2102.7,14866.6,2025-07-15 08:00:00+02:00,2025-07-15,8,1,7,0,9894.375,24760.975,34455.5
2025-07-15 07:00:00+00:00,90.82,60678.375,7818.4,1958.625,21580.65,2025-07-15 09:00:00+02:00,2025-07-15,9,1,7,0,9777.025,31357.675000000003,29320.699999999997
2025-07-15 08:00:00+00:00,77.67,61705.225,8247.75,1764.2,26810.125,2025-07-15 10:00:00+02:00,2025-07-15,10,1,7,0,10011.95,36822.075,24883.15
2025-07-15 09:00:00+00:00,65.0,62334.9,8793.55,1686.85,30221.9,2025-07-15 11:00:00+02:00,2025-07-15,11,1,7,0,10480.4,40702.3,21632.6
2025-07-15 10:00:00+00:00,59.19,61553.075,9660.550000000001,1665.85,32007.575,2025-07-15 12:00:00+02:00,2025-07-15,12,1,7,0,11326.400000000001,43333.975000000006,18219.09999999999
2025-07-15 11:00:00+00:00,47.26,60239.825,10916.775,1650.125,32550.125,2025-07-15 13:00:00+02:00,2025-07-15,13,1,7,0,12566.9,45117.025,15122.799999999996
2025-07-15 12:00:00+00:00,40.2,59118.95,12154.825,1570.875,31582.55,2025-07-15 14:00:00+02:00,2025-07-15,14,1,7,0,13725.7,45308.25,13810.699999999997
2025-07-15 13:00:00+00:00,42.57,58536.15,12836.675,1521.2,29509.25,2025-07-15 15:00:00+02:00,2025-07-15,15,1,7,0,14357.875,43867.125,14669.025000000001
2025-07-15 14:00:00+00:00,65.0,57741.9,12665.3,1439.425,25655.425,2025-07-15 16:00:00+02:00,2025-07-15,16,1,7,0,14104.724999999999,39760.149999999994,17981.750000000007
2025-07-15 15:00:00+00:00,84.87,57259.575,11666.550000000001,1314.1,20366.65,2025-07-15 17:00:00+02:00,2025-07-15,17,1,7,0,12980.650000000001,33347.3,23912.274999999994
2025-07-15 16:00:00+00:00,101.54,56979.425,9668.95,1200.0,13414.15,2025-07-15 18:00:00+02:00,2025-07-15,18,1,7,0,10868.95,24283.1,32696.325000000004
2025-07-15 17:00:00+00:00,108.15,56054.65,7175.775,1109.125,6558.5,2025-07-15 19:00:00+02:00,2025-07-15,19,1,7,0,8284.9,14843.4,41211.25
2025-07-15 18:00:00+00:00,119.78,54657.899999999994,5206.5,1001.5,2112.475,2025-07-15 20:00:00+02:00,2025-07-15,20,1,7,0,6208.0,8320.475,46337.424999999996
2025-07-15 19:00:00+00:00,141.99,52597.45,4175.85,906.475,169.79999999999998,2025-07-15 21:00:00+02:00,2025-07-15,21,1,7,0,5082.325000000001,5252.125000000001,47345.325
2025-07-15 20:00:00+00:00,121.28,50037.975,3640.925,853.5,0.0,2025-07-15 22:00:00+02:00,2025-07-15,22,1,7,0,4494.425,4494.425,45543.549999999996
2025-07-15 21:00:00+00:00,112.45,46885.75,3546.55,893.025,0.0,2025-07-15 23:00:00+02:00,2025-07-15,23,1,7,0,4439.575,4439.575,42446.175
2025-07-15 22:00:00+00:00,97.63,44254.85,5430.7,1087.225,0.0,2025-07-16 00:00:00+02:00,2025-07-16,0,2,7,0,6517.924999999999,6517.924999999999,37736.925
2025-07-15 23:00:00+00:00,93.99,42675.075,6147.25,1239.375,0.0,2025-07-16 01:00:00+02:00,2025-07-16,1,2,7,0,7386.625,7386.625,35288.45
2025-07-16 00:00:00+00:00,86.67,41781.25,7177.275,1383.525,0.0,2025-07-16 02:00:00+02:00,2025-07-16,2,2,7,0,8560.8,8560.8,33220.45
2025-07-16 01:00:00+00:00,83.43,41887.725000000006,8074.8,1488.875,0.0,2025-07-16 03:00:00+02:00,2025-07-16,3,2,7,0,9563.675,9563.675,32324.050000000007
2025-07-16 02:00:00+00:00,84.26,42761.25,8749.075,1597.825,0.0,2025-07-16 04:00:00+02:00,2025-07-16,4,2,7,0,10346.900000000001,10346.900000000001,32414.35
2025-07-16 03:00:00+00:00,90.41,44738.6,9132.475,1624.2,278.25,2025-07-16 05:00:00+02:00,2025-07-16,5,2,7,0,10756.675000000001,11034.925000000001,33703.674999999996
2025-07-16 04:00:00+00:00,105.74,49942.05,9312.2,1538.3,2358.7250000000004,2025-07-16 06:00:00+02:00,2025-07-16,6,2,7,0,10850.5,13209.225,36732.825000000004
2025-07-16 05:00:00+00:00,112.63,55271.775,8630.775,1415.175,6968.7,2025-07-16 07:00:00+02:00,2025-07-16,7,2,7,0,10045.949999999999,17014.649999999998,38257.125
2025-07-16 06:00:00+00:00,111.92,58259.025,7911.95,1267.375,12726.3,2025-07-16 08:00:00+02:00,2025-07-16,8,2,7,0,9179.325,21905.625,36353.4
2025-07-16 07:00:00+00:00,104.21,59425.225,8241.825,1095.25,17966.275,2025-07-16 09:00:00+02:00,2025-07-16,9,2,7,0,9337.075,27303.350000000002,32121.874999999996
2025-07-16 08:00:00+00:00,89.8,60547.375,9078.099999999999,925.075,21730.0,2025-07-16 10:00:00+02:00,2025-07-16,10,2,7,0,10003.175,31733.175,28814.2
2025-07-16 09:00:00+00:00,85.65,60998.1,9523.5,785.775,24088.9,2025-07-16 11:00:00+02:00,2025-07-16,11,2,7,0,10309.275,34398.175,26599.924999999996
2025-07-16 10:00:00+00:00,81.96,59868.725,9817.25,698.55,25631.725,2025-07-16 12:00:00+02:00,2025-07-16,12,2,7,0,10515.8,36147.524999999994,23721.200000000004
2025-07-16 11:00:00+00:00,78.62,58644.775,10185.35,661.15,26460.05,2025-07-16 13:00:00+02:00,2025-07-16,13,2,7,0,10846.5,37306.55,21338.225
2025-07-16 12:00:00+00:00,68.06,57294.675,10678.35,649.775,26064.7,2025-07-16 14:00:00+02:00,2025-07-16,14,2,7,0,11328.125,37392.825,19901.850000000006
2025-07-16 13:00:00+00:00,69.2,56468.65,11139.85,672.375,24590.5,2025-07-16 15:00:00+02:00,2025-07-16,15,2,7,0,11812.225,36402.725,20065.925000000003
2025-07-16 14:00:00+00:00,80.86,55996.075,11384.1,740.025,21630.4,2025-07-16 16:00:00+02:00,2025-07-16,16,2,7,0,12124.125,33754.525,22241.549999999996
2025-07-16 15:00:00+00:00,89.09,55920.625,11390.75,857.15,17266.525,2025-07-16 17:00:00+02:00,2025-07-16,17,2,7,0,12247.9,29514.425000000003,26406.199999999997
2025-07-16 16:00:00+00:00,95.49,55745.425,10776.3,1006.575,11618.65,2025-07-16 18:00:00+02:00,2025-07-16,18,2,7,0,11782.875,23401.525,32343.9
2025-07-16 17:00:00+00:00,108.37,55599.625,9492.325,1164.35,5874.825,2025-07-16 19:00:00+02:00,2025-07-16,19,2,7,0,10656.675000000001,16531.5,39068.125
2025-07-16 18:00:00+00:00,119.72,53940.225,8291.225,1347.35,1910.975,2025-07-16 20:00:00+02:00,2025-07-16,20,2,7,0,9638.575,11549.550000000001,42390.674999999996
2025-07-16 19:00:00+00:00,129.04,52079.35,7899.65,1520.85,147.525,2025-07-16 21:00:00+02:00,2025-07-16,21,2,7,0,9420.5,9568.025,42511.325
2025-07-16 20:00:00+00:00,120.71,49105.125,8081.9,1663.85,0.0,2025-07-16 22:00:00+02:00,2025-07-16,22,2,7,0,9745.75,9745.75,39359.375
2025-07-16 21:00:00+00:00,110.55,46201.6,8425.85,1810.45,0.0,2025-07-16 23:00:00+02:00,2025-07-16,23,2,7,0,10236.300000000001,10236.300000000001,35965.299999999996
2025-07-16 22:00:00+00:00,103.76,43748.7,8291.025,2138.575,0.0,2025-07-17 00:00:00+02:00,2025-07-17,0,3,7,0,10429.599999999999,10429.599999999999,33319.1
2025-07-16 23:00:00+00:00,98.33,42307.525,8559.0,2301.025,0.0,2025-07-17 01:00:00+02:00,2025-07-17,1,3,7,0,10860.025,10860.025,31447.5
2025-07-17 00:00:00+00:00,89.96,41757.025,9080.325,2357.7,0.0,2025-07-17 02:00:00+02:00,2025-07-17,2,3,7,0,11438.025000000001,11438.025000000001,30319.0
2025-07-17 01:00:00+00:00,84.81,41727.075,9510.8,2340.925,0.0,2025-07-17 03:00:00+02:00,2025-07-17,3,3,7,0,11851.724999999999,11851.724999999999,29875.35
2025-07-17 02:00:00+00:00,85.76,42373.375,9822.15,2327.7,0.0,2025-07-17 04:00:00+02:00,2025-07-17,4,3,7,0,12149.849999999999,12149.849999999999,30223.525
2025-07-17 03:00:00+00:00,89.0,43749.75,10097.025,2451.9,254.85,2025-07-17 05:00:00+02:00,2025-07-17,5,3,7,0,12548.925,12803.775,30945.975
2025-07-17 04:00:00+00:00,104.05,48131.275,10134.175,2664.4,2463.2,2025-07-17 06:00:00+02:00,2025-07-17,6,3,7,0,12798.574999999999,15261.774999999998,32869.5
2025-07-17 05:00:00+00:00,110.33,52466.45,9628.35,2787.8250000000003,7237.3,2025-07-17 07:00:00+02:00,2025-07-17,7,3,7,0,12416.175000000001,19653.475000000002,32812.97499999999
2025-07-17 06:00:00+00:00,105.92,55184.675,9569.025,2647.4,13703.4,2025-07-17 08:00:00+02:00,2025-07-17,8,3,7,0,12216.425,25919.824999999997,29264.850000000006
2025-07-17 07:00:00+00:00,93.1,56568.55,10454.849999999999,2383.825,20265.4,2025-07-17 09:00:00+02:00,2025-07-17,9,3,7,0,12838.675,33104.075,23464.475000000006
2025-07-17 08:00:00+00:00,85.0,57337.65,11545.45,2192.825,25558.275,2025-07-17 10:00:00+02:00,2025-07-17,10,3,7,0,13738.275000000001,39296.55,18041.1
2025-07-17 09:00:00+00:00,77.07,57979.15,12208.975,2030.025,28880.325,2025-07-17 11:00:00+02:00,2025-07-17,11,3,7,0,14239.0,43119.325,14859.825000000004
2025-07-17 10:00:00+00:00,70.17,57712.3,12657.45,1975.6,30619.225,2025-07-17 12:00:00+02:00,2025-07-17,12,3,7,0,14633.050000000001,45252.275,12460.025000000001
2025-07-17 11:00:00+00:00,55.26,57519.55,13054.7,1977.275,30770.5,2025-07-17 13:00:00+02:00,2025-07-17,13,3,7,0,15031.975,45802.475,11717.075000000004
2025-07-17 12:00:00+00:00,49.78,56448.675,13532.15,2015.425,29524.5,2025-07-17 14:00:00+02:00,2025-07-17,14,3,7,0,15547.574999999999,45072.075,11376.600000000006
2025-07-17 13:00:00+00:00,66.18,54893.375,13694.95,2034.85,27064.025,2025-07-17 15:00:00+02:00,2025-07-17,15,3,7,0,15729.800000000001,42793.825000000004,12099.549999999996
2025-07-17 14:00:00+00:00,74.79,54677.525,13433.075,2003.65,23116.85,2025-07-17 16:00:00+02:00,2025-07-17,16,3,7,0,15436.725,38553.575,16123.950000000004
2025-07-17 15:00:00+00:00,82.71,54577.225,12796.45,1940.125,17972.325,2025-07-17 17:00:00+02:00,2025-07-17,17,3,7,0,14736.575,32708.9,21868.324999999997
2025-07-17 16:00:00+00:00,94.98,54983.225,11711.2,1824.5,11762.05,2025-07-17 18:00:00+02:00,2025-07-17,18,3,7,0,13535.7,25297.75,29685.475
2025-07-17 17:00:00+00:00,109.73,54910.175,10242.5,1669.6,5775.8,2025-07-17 19:00:00+02:00,2025-07-17,19,3,7,0,11912.1,17687.9,37222.275
2025-07-17 18:00:00+00:00,120.75,53433.675,9041.9,1470.675,1864.625,2025-07-17 20:00:00+02:00,2025-07-17,20,3,7,0,10512.574999999999,12377.199999999999,41056.475000000006
2025-07-17 19:00:00+00:00,132.0,51600.35,8368.725,1222.025,163.42499999999998,2025-07-17 21:00:00+02:00,2025-07-17,21,3,7,0,9590.75,9754.175,41846.175
2025-07-17 20:00:00+00:00,125.07,48781.35,7720.525,964.4000000000001,0.0,2025-07-17 22:00:00+02:00,2025-07-17,22,3,7,0,8684.925,8684.925,40096.425
2025-07-17 21:00:00+00:00,114.18,45536.3,6912.925,758.8,0.0,2025-07-17 23:00:00+02:00,2025-07-17,23,3,7,0,7671.725,7671.725,37864.575000000004
2025-07-17 22:00:00+00:00,106.8,44293.625,5650.9,767.525,0.0,2025-07-18 00:00:00+02:00,2025-07-18,0,4,7,0,6418.424999999999,6418.424999999999,37875.2
2025-07-17 23:00:00+00:00,99.15,42818.549999999996,4762.875,599.175,0.0,2025-07-18 01:00:00+02:00,2025-07-18,1,4,7,0,5362.05,5362.05,37456.49999999999
2025-07-18 00:00:00+00:00,95.36,42029.25,3985.675,465.35,0.0,2025-07-18 02:00:00+02:00,2025-07-18,2,4,7,0,4451.025000000001,4451.025000000001,37578.225
2025-07-18 01:00:00+00:00,96.37,41990.85,3234.85,364.7,0.0,2025-07-18 03:00:00+02:00,2025-07-18,3,4,7,0,3599.5499999999997,3599.5499999999997,38391.299999999996
2025-07-18 02:00:00+00:00,98.66,42884.35,2536.825,294.2,0.0,2025-07-18 04:00:00+02:00,2025-07-18,4,4,7,0,2831.0249999999996,2831.0249999999996,40053.325
2025-07-18 03:00:00+00:00,108.23,45279.4,1977.075,241.95000000000002,207.525,2025-07-18 05:00:00+02:00,2025-07-18,5,4,7,0,2219.025,2426.55,42852.85
2025-07-18 04:00:00+00:00,115.92,50202.475,1494.675,194.3,2266.25,2025-07-18 06:00:00+02:00,2025-07-18,6,4,7,0,1688.975,3955.225,46247.25
2025-07-18 05:00:00+00:00,116.17,54815.35,1061.525,142.5,7441.925,2025-07-18 07:00:00+02:00,2025-07-18,7,4,7,0,1204.025,8645.95,46169.399999999994
2025-07-18 06:00:00+00:00,109.39,58014.75,775.175,100.825,15003.225,2025-07-18 08:00:00+02:00,2025-07-18,8,4,7,0,876.0,15879.225,42135.525
2025-07-18 07:00:00+00:00,98.13,59032.8,632.075,62.25,22717.5,2025-07-18 09:00:00+02:00,2025-07-18,9,4,7,0,694.325,23411.825,35620.975000000006
2025-07-18 08:00:00+00:00,84.98,59629.9,579.85,37.1,29025.4,2025-07-18 10:00:00+02:00,2025-07-18,10,4,7,0,616.95,29642.350000000002,29987.55
2025-07-18 09:00:00+00:00,82.02,60058.6,583.25,26.45,33403.725,2025-07-18 11:00:00+02:00,2025-07-18,11,4,7,0,609.7,34013.424999999996,26045.175000000003
2025-07-18 10:00:00+00:00,80.0,59441.425,599.225,21.15,35900.85,2025-07-18 12:00:00+02:00,2025-07-18,12,4,7,0,620.375,36521.225,22920.200000000004
2025-07-18 11:00:00+00:00,73.02,57648.475,619.15,19.5,36918.85,2025-07-18 13:00:00+02:00,2025-07-18,13,4,7,0,638.65,37557.5,20090.975
2025-07-18 12:00:00+00:00,71.2,55996.05,633.85,21.424999999999997,36273.225,2025-07-18 14:00:00+02:00,2025-07-18,14,4,7,0,655.275,36928.5,19067.550000000003
2025-07-18 13:00:00+00:00,72.68,55108.350000000006,652.95,24.0,33848.45,2025-07-18 15:00:00+02:00,2025-07-18,15,4,7,0,676.95,34525.399999999994,20582.95000000001
2025-07-18 14:00:00+00:00,79.99,54331.475,661.675,27.15,29378.175,2025-07-18 16:00:00+02:00,2025-07-18,16,4,7,0,688.8249999999999,30067.0,24264.475
2025-07-18 15:00:00+00:00,84.07,53694.625,678.5,30.15,22957.05,2025-07-18 17:00:00+02:00,2025-07-18,17,4,7,0,708.65,23665.7,30028.925
2025-07-18 16:00:00+00:00,99.92,53603.85,709.725,29.85,14728.45,2025-07-18 18:00:00+02:00,2025-07-18,18,4,7,0,739.575,15468.025000000001,38135.825
2025-07-18 17:00:00+00:00,120.0,53201.8,765.125,31.8,6789.924999999999,2025-07-18 19:00:00+02:00,2025-07-18,19,4,7,0,796.925,7586.849999999999,45614.950000000004
2025-07-18 18:00:00+00:00,146.55,52060.35,929.6500000000001,37.099999999999994,2101.475,2025-07-18 20:00:00+02:00,2025-07-18,20,4,7,0,966.7500000000001,3068.225,48992.125
2025-07-18 19:00:00+00:00,144.44,50188.925,1209.55,42.15,137.45,2025-07-18 21:00:00+02:00,2025-07-18,21,4,7,0,1251.7,1389.15,48799.775
2025-07-18 20:00:00+00:00,125.88,47391.05,1481.875,54.2,0.0,2025-07-18 22:00:00+02:00,2025-07-18,22,4,7,0,1536.075,1536.075,45854.975000000006
2025-07-18 21:00:00+00:00,113.48,44478.6,1684.7,65.95,0.0,2025-07-18 23:00:00+02:00,2025-07-18,23,4,7,0,1750.65,1750.65,42727.95
2025-07-18 22:00:00+00:00,107.6,41797.55,1578.275,71.275,0.0,2025-07-19 00:00:00+02:00,2025-07-19,0,5,7,1,1649.5500000000002,1649.5500000000002,40148.0
2025-07-18 23:00:00+00:00,105.35,39866.95,1756.325,96.1,0.0,2025-07-19 01:00:00+02:00,2025-07-19,1,5,7,1,1852.425,1852.425,38014.524999999994
2025-07-19 00:00:00+00:00,103.19,38824.325,2050.775,106.35,0.0,2025-07-19 02:00:00+02:00,2025-07-19,2,5,7,1,2157.125,2157.125,36667.2
2025-07-19 01:00:00+00:00,101.63,38317.625,2268.85,106.25,0.0,2025-07-19 03:00:00+02:00,2025-07-19,3,5,7,1,2375.1,2375.1,35942.525
2025-07-19 02:00:00+00:00,98.38,38306.0,2495.5,104.25,0.0,2025-07-19 04:00:00+02:00,2025-07-19,4,5,7,1,2599.75,2599.75,35706.25
2025-07-19 03:00:00+00:00,93.69,38221.575,2797.05,115.4,299.05,2025-07-19 05:00:00+02:00,2025-07-19,5,5,7,1,2912.4500000000003,3211.5000000000005,35010.075
2025-07-19 04:00:00+00:00,98.39,39200.1,3044.125,135.825,2844.0,2025-07-19 06:00:00+02:00,2025-07-19,6,5,7,1,3179.95,6023.95,33176.15
2025-07-19 05:00:00+00:00,86.89,41999.825,2978.95,154.65,9834.550000000001,2025-07-19 07:00:00+02:00,2025-07-19,7,5,7,1,3133.6,12968.150000000001,29031.674999999996
2025-07-19 06:00:00+00:00,78.89,45419.75,2394.7,183.5,20299.925,2025-07-19 08:00:00+02:00,2025-07-19,8,5,7,1,2578.2,22878.125,22541.625
2025-07-19 07:00:00+00:00,52.98,48405.425,1808.0,216.5,30422.25,2025-07-19 09:00:00+02:00,2025-07-19,9,5,7,1,2024.5,32446.75,15958.675000000003
2025-07-19 08:00:00+00:00,10.0,50073.325,1792.65,259.1,37921.025,2025-07-19 10:00:00+02:00,2025-07-19,10,5,7,1,2051.75,39972.775,10100.549999999996
2025-07-19 09:00:00+00:00,0.65,50707.325,2180.675,348.7,42592.1,2025-07-19 11:00:00+02:00,2025-07-19,11,5,7,1,2529.375,45121.475,5585.8499999999985
2025-07-19 10:00:00+00:00,0.0,50261.475,2551.85,472.925,44897.675,2025-07-19 12:00:00+02:00,2025-07-19,12,5,7,1,3024.775,47922.450000000004,2339.024999999994
2025-07-19 11:00:00+00:00,-0.01,49273.875,2819.7,597.55,44708.075000000004,2025-07-19 13:00:00+02:00,2025-07-19,13,5,7,1,3417.25,48125.325000000004,1148.5499999999956
2025-07-19 12:00:00+00:00,0.0,47776.775,3085.425,737.325,42098.75,2025-07-19 14:00:00+02:00,2025-07-19,14,5,7,1,3822.75,45921.5,1855.2750000000015
2025-07-19 13:00:00+00:00,2.08,46942.675,3522.025,893.0,37397.024999999994,2025-07-19 15:00:00+02:00,2025-07-19,15,5,7,1,4415.025,41812.049999999996,5130.625000000007
2025-07-19 14:00:00+00:00,29.33,46625.8,4089.0249999999996,1215.95,30620.075,2025-07-19 16:00:00+02:00,2025-07-19,16,5,7,1,5304.974999999999,35925.05,10700.75
2025-07-19 15:00:00+00:00,76.85,46764.425,4471.225,1459.525,22100.85,2025-07-19 17:00:00+02:00,2025-07-19,17,5,7,1,5930.75,28031.6,18732.825000000004
2025-07-19 16:00:00+00:00,98.4,47210.45,4801.85,1788.5500000000002,13125.325,2025-07-19 18:00:00+02:00,2025-07-19,18,5,7,1,6590.400000000001,19715.725000000002,27494.724999999995
2025-07-19 17:00:00+00:00,114.47,47010.675,5644.975,2147.0750000000003,5765.325,2025-07-19 19:00:00+02:00,2025-07-19,19,5,7,1,7792.050000000001,13557.375,33453.3
2025-07-19 18:00:00+00:00,112.87,46294.45,7633.95,2534.75,1718.175,2025-07-19 20:00:00+02:00,2025-07-19,20,5,7,1,10168.7,11886.875,34407.575
2025-07-19 19:00:00+00:00,108.08,45015.05,10269.675,2951.5,111.9,2025-07-19 21:00:00+02:00,2025-07-19,21,5,7,1,13221.175,13333.074999999999,31681.975000000006
2025-07-19 20:00:00+00:00,105.63,43201.875,11866.225,3363.55,0.0,2025-07-19 22:00:00+02:00,2025-07-19,22,5,7,1,15229.775000000001,15229.775000000001,27972.1
2025-07-19 21:00:00+00:00,98.07,40913.425,12174.7,3702.725,0.0,2025-07-19 23:00:00+02:00,2025-07-19,23,5,7,1,15877.425000000001,15877.425000000001,25036.0
2025-07-19 22:00:00+00:00,91.29,39311.575,12591.4,4195.05,0.0,2025-07-20 00:00:00+02:00,2025-07-20,0,6,7,1,16786.45,16786.45,22525.124999999996
2025-07-19 23:00:00+00:00,88.94,37712.9,11513.9,4126.0,0.0,2025-07-20 01:00:00+02:00,2025-07-20,1,6,7,1,15639.9,15639.9,22073.0
2025-07-20 00:00:00+00:00,89.27,36777.225,10450.9,3880.75,0.0,2025-07-20 02:00:00+02:00,2025-07-20,2,6,7,1,14331.65,14331.65,22445.574999999997
2025-07-20 01:00:00+00:00,100.41,36361.0,9522.15,3526.85,0.0,2025-07-20 03:00:00+02:00,2025-07-20,3,6,7,1,13049.0,13049.0,23312.0
2025-07-20 02:00:00+00:00,101.7,36482.75,8746.65,3126.625,0.0,2025-07-20 04:00:00+02:00,2025-07-20,4,6,7,1,11873.275,11873.275,24609.475
2025-07-20 03:00:00+00:00,98.27,37230.325,8069.875,2732.0,272.375,2025-07-20 05:00:00+02:00,2025-07-20,5,6,7,1,10801.875,11074.25,26156.074999999997
2025-07-20 04:00:00+00:00,97.2,39265.925,7215.125,2313.775,2689.3,2025-07-20 06:00:00+02:00,2025-07-20,6,6,7,1,9528.9,12218.2,27047.725000000002
2025-07-20 05:00:00+00:00,80.59,41846.675,5569.45,2017.875,8628.95,2025-07-20 07:00:00+02:00,2025-07-20,7,6,7,1,7587.325,16216.275000000001,25630.4
2025-07-20 06:00:00+00:00,77.86,44613.575,3860.65,1771.8,17082.475,2025-07-20 08:00:00+02:00,2025-07-20,8,6,7,1,5632.45,22714.925,21898.649999999998
2025-07-20 07:00:00+00:00,44.58,47069.45,2934.4249999999997,1524.175,25387.0,2025-07-20 09:00:00+02:00,2025-07-20,9,6,7,1,4458.599999999999,29845.6,17223.85
2025-07-20 08:00:00+00:00,9.04,49018.725,2764.95,1368.95,31912.975,2025-07-20 10:00:00+02:00,2025-07-20,10,6,7,1,4133.9,36046.875,12971.849999999999
2025-07-20 09:00:00+00:00,2.07,50038.825,2929.9,1201.625,36140.149999999994,2025-07-20 11:00:00+02:00,2025-07-20,11,6,7,1,4131.525,40271.674999999996,9767.150000000001
2025-07-20 10:00:00+00:00,0.0,49759.55,3072.025,1029.35,38138.05,2025-07-20 12:00:00+02:00,2025-07-20,12,6,7,1,4101.375,42239.425,7520.125
2025-07-20 11:00:00+00:00,-0.01,48741.375,2991.3,847.825,37652.725,2025-07-20 13:00:00+02:00,2025-07-20,13,6,7,1,3839.125,41491.85,7249.5250000000015
2025-07-20 12:00:00+00:00,0.0,47735.95,2736.25,741.35,35431.55,2025-07-20 14:00:00+02:00,2025-07-20,14,6,7,1,3477.6,38909.15,8826.799999999996
2025-07-20 13:00:00+00:00,9.09,46912.425,2534.775,674.0,31518.95,2025-07-20 15:00:00+02:00,2025-07-20,15,6,7,1,3208.775,34727.725,12184.700000000004
